Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Flag_Engagement_Above_Views,Flag_Engagement_Rate_Outlier,Month
POST_00758,2024-01-17 11:50:00,Facebook,Live,Lifestyle,7091,159,835,35164,583,64065,12.62,11,Wednesday,11,595,Neutral,Mid-tier,False,False,False,False,1
POST_04114,2024-01-17 13:01:00,Instagram,Reel,Health,412,142,210,40620,74,371799,0.21,13,Wednesday,21,99,Positive,Macro,True,True,False,False,1
POST_03820,2024-01-17 22:08:00,Facebook,Video,Business,5171,250,163,70298,748,230965,2.42,22,Wednesday,6,177,Negative,Macro,True,False,False,False,1
POST_01126,2024-01-18 16:52:00,Facebook,Post,Fashion,3046,9,192,60195,750,331736,0.98,16,Thursday,26,1143,Positive,Macro,True,False,False,False,1
POST_03285,2024-01-19 01:27:00,Facebook,Post,Food,3401,57,340,76452,437,191616,1.98,1,Friday,23,1621,Positive,Macro,True,False,False,False,1
POST_04097,2024-01-19 19:06:00,Instagram,Photo,Gaming,5564,46,94,22263,290,389329,1.47,19,Friday,25,1257,Neutral,Macro,True,False,False,False,1
POST_01760,2024-01-19 21:00:00,Facebook,Video,Sports,7957,303,613,33600,654,333889,2.66,21,Friday,21,408,Positive,Macro,True,False,False,False,1
POST_03791,2024-01-20 08:35:00,Instagram,Carousel,Technology,1169,171,63,49825,262,51542,2.72,8,Saturday,24,1665,Positive,Mid-tier,True,False,False,False,1
POST_02948,2024-01-20 15:58:00,Facebook,Video,Sports,4917,86,380,16484,458,177685,3.03,15,Saturday,9,282,Neutral,Macro,True,False,False,False,1
POST_03344,2024-01-20 20:45:00,Instagram,Reel,Entertainment,1417,62,92,32890,871,487213,0.32,20,Saturday,16,53,Positive,Macro,True,False,False,False,1
POST_02098,2024-01-20 23:46:00,Facebook,Story,Travel,4929,226,92,71992,436,117699,4.46,23,Saturday,27,415,Positive,Macro,True,False,False,False,1
POST_01783,2024-01-21 01:44:00,Facebook,Post,Sports,7406,273,937,20661,728,220994,3.9,1,Sunday,2,833,Neutral,Macro,True,False,False,False,1
POST_03371,2024-01-21 01:55:00,Instagram,Photo,Travel,1488,333,46,21794,342,383497,0.49,1,Sunday,5,314,Positive,Macro,True,False,False,False,1
POST_01547,2024-01-21 16:30:00,TikTok,Stitch,Food,39344,1057,3856,483575,2839,7666,200.0,16,Sunday,22,289,Positive,Nano,True,False,False,True,1
POST_00278,2024-01-21 19:09:00,Facebook,Story,Lifestyle,7105,184,663,57034,787,388195,2.05,19,Sunday,15,379,Positive,Macro,True,True,False,False,1
POST_03317,2024-01-21 22:30:00,Facebook,Video,Education,3160,17,801,64490,756,197420,2.01,22,Sunday,20,489,Positive,Macro,True,False,False,False,1
POST_03605,2024-01-22 05:18:00,Instagram,Reel,Technology,5014,121,200,34570,591,338316,1.58,5,Monday,6,396,Positive,Macro,True,True,False,False,1
POST_00634,2024-01-22 10:10:00,Facebook,Post,Health,4000,301,563,17282,533,223263,2.18,10,Monday,14,1175,Positive,Macro,False,False,False,False,1
POST_04147,2024-01-22 19:48:00,Instagram,Carousel,Technology,3582,261,269,32102,371,67550,6.09,19,Monday,13,1344,Neutral,Mid-tier,True,True,False,False,1
POST_01552,2024-01-23 04:37:00,Facebook,Story,Entertainment,3406,66,294,43825,71,469285,0.8,4,Tuesday,9,874,Neutral,Macro,True,False,False,False,1
POST_02276,2024-01-24 04:46:00,Facebook,Story,Health,2646,146,360,15128,399,239280,1.32,4,Wednesday,19,1801,Neutral,Macro,True,False,False,False,1
POST_03084,2024-01-24 09:26:00,Facebook,Live,Gaming,3969,175,183,5188,382,367915,1.18,9,Wednesday,10,337,Neutral,Macro,True,True,False,False,1
POST_03769,2024-01-24 10:27:00,Instagram,Carousel,Entertainment,980,463,10,46112,430,164423,0.88,10,Wednesday,20,549,Positive,Macro,True,False,False,False,1
POST_04819,2024-01-24 21:27:00,TikTok,Stitch,Technology,49227,86,4822,379735,1115,344496,15.71,21,Wednesday,17,457,Positive,Macro,True,True,False,True,1
POST_02883,2024-01-25 19:05:00,Instagram,Photo,Gaming,9387,466,117,43543,76,456679,2.18,19,Thursday,19,1434,Negative,Macro,True,False,False,False,1
POST_03126,2024-01-26 12:39:00,Facebook,Live,Gaming,4105,21,179,58944,767,313836,1.37,12,Friday,17,120,Neutral,Macro,True,False,False,False,1
POST_01243,2024-01-26 15:06:00,TikTok,Stitch,Entertainment,28457,874,808,482007,544,162847,18.51,15,Friday,14,16,Neutral,Macro,False,False,False,True,1
POST_01970,2024-01-26 16:52:00,Instagram,Photo,Technology,4419,362,178,6368,793,351262,1.41,16,Friday,1,177,Neutral,Macro,True,False,False,False,1
POST_04906,2024-01-26 23:46:00,Instagram,Carousel,Gaming,5039,401,199,46894,47,66810,8.44,23,Friday,19,699,Neutral,Mid-tier,True,False,False,False,1
POST_01183,2024-01-27 02:22:00,Facebook,Story,Lifestyle,2704,316,297,26466,794,10611,31.26,2,Saturday,17,379,Positive,Micro,True,False,False,True,1
POST_04884,2024-01-27 04:50:00,Instagram,Story,Food,7597,340,80,23442,462,418644,1.91,4,Saturday,22,312,Neutral,Macro,True,False,False,False,1
POST_03900,2024-01-27 14:33:00,TikTok,Video,Lifestyle,21899,852,1624,216540,1355,208930,11.67,14,Saturday,26,259,Neutral,Macro,True,False,False,False,1
POST_04085,2024-01-28 02:40:00,Instagram,Reel,Travel,5243,246,50,32559,743,199357,2.78,2,Sunday,23,555,Neutral,Macro,True,False,False,False,1
POST_04044,2024-01-28 05:12:00,Facebook,Post,Food,7415,241,458,69266,94,25271,32.11,5,Sunday,15,1971,Neutral,Micro,True,False,False,True,1
POST_03577,2024-01-28 06:30:00,Instagram,Story,Lifestyle,7180,59,151,45196,972,399546,1.85,6,Sunday,24,1747,Negative,Macro,True,False,False,False,1
POST_00188,2024-01-29 03:56:00,Facebook,Post,Gaming,7237,175,443,10194,605,456017,1.72,3,Monday,16,680,Positive,Macro,True,True,False,False,1
POST_00731,2024-01-29 10:59:00,Instagram,Story,Business,9569,107,246,42216,833,286216,3.47,10,Monday,22,1440,Positive,Macro,True,False,False,False,1
POST_01690,2024-01-29 12:03:00,TikTok,Video,Gaming,47487,1549,256,159641,864,479906,10.27,12,Monday,18,598,Positive,Macro,True,False,False,False,1
POST_03509,2024-01-30 02:29:00,TikTok,Duet,Lifestyle,27941,1035,4109,372278,2894,216608,15.27,2,Tuesday,16,505,Positive,Macro,True,True,False,True,1
POST_04293,2024-01-30 05:59:00,Facebook,Post,Lifestyle,2076,216,192,53218,541,46036,5.4,5,Tuesday,4,1976,Positive,Micro,True,False,False,False,1
POST_00260,2024-01-30 12:21:00,Instagram,Reel,Fitness,3768,498,25,39951,71,171219,2.51,12,Tuesday,10,524,Negative,Macro,True,True,False,False,1
POST_00309,2024-01-30 15:54:00,TikTok,Stitch,Fitness,17512,1627,1262,489469,642,134117,15.21,15,Tuesday,1,146,Neutral,Macro,True,True,False,True,1
POST_00410,2024-01-30 20:38:00,Instagram,Reel,Sports,8616,380,36,18276,38,13508,66.86,20,Tuesday,16,518,Neutral,Micro,True,False,False,True,1
POST_01262,2024-01-30 23:39:00,TikTok,Duet,Fitness,42835,1976,1787,442991,291,15540,200.0,23,Tuesday,0,507,Neutral,Micro,True,False,False,True,1
POST_02745,2024-01-31 02:30:00,Facebook,Video,Fashion,1475,16,196,60885,649,141298,1.19,2,Wednesday,9,338,Neutral,Macro,True,True,False,False,1
POST_01298,2024-02-01 07:18:00,Instagram,Reel,Sports,2029,205,116,18802,710,451007,0.52,7,Thursday,20,97,Positive,Macro,True,False,False,False,2
POST_02395,2024-02-02 06:06:00,TikTok,Duet,Education,15555,1740,994,279823,401,373219,4.9,6,Friday,15,435,Positive,Macro,True,False,False,False,2
POST_00091,2024-02-02 10:04:00,Instagram,Photo,Education,6091,235,276,8937,120,122702,5.38,10,Friday,21,1354,Positive,Macro,True,False,False,False,2
POST_02397,2024-02-02 18:41:00,Instagram,Reel,Travel,6826,292,12,9417,171,375834,1.9,18,Friday,28,100,Positive,Macro,True,False,False,False,2
POST_04748,2024-02-03 07:17:00,Instagram,Photo,Food,8994,182,83,30994,713,9032,102.51,7,Saturday,11,671,Positive,Nano,True,False,False,True,2
POST_01299,2024-02-03 08:14:00,Facebook,Live,Business,7153,28,570,45513,402,31008,25.0,8,Saturday,9,393,Negative,Micro,True,False,False,True,2
POST_01310,2024-02-03 14:16:00,TikTok,Video,Business,13019,1420,4523,497812,1244,181666,10.44,14,Saturday,17,339,Neutral,Macro,True,False,False,False,2
POST_02814,2024-02-04 01:36:00,Instagram,Carousel,Health,1362,333,260,22391,793,329817,0.59,1,Sunday,13,471,Negative,Macro,True,False,False,False,2
POST_02342,2024-02-04 06:29:00,Instagram,Carousel,Health,7333,154,7,49641,41,435804,1.72,6,Sunday,24,1696,Positive,Macro,True,False,False,False,2
POST_03407,2024-02-04 08:55:00,TikTok,Video,Health,932,1932,1041,146257,944,235097,1.66,8,Sunday,23,165,Positive,Macro,False,True,False,False,2
POST_01048,2024-02-04 14:38:00,Instagram,Photo,Gaming,5955,25,276,29431,342,140736,4.45,14,Sunday,25,1323,Neutral,Macro,True,False,False,False,2
POST_04104,2024-02-05 21:34:00,Instagram,Reel,Business,365,314,79,33798,726,40420,1.88,21,Monday,2,102,Positive,Micro,True,False,False,False,2
POST_04490,2024-02-06 14:57:00,Facebook,Video,Education,3763,132,865,28418,276,389969,1.22,14,Tuesday,29,593,Neutral,Macro,True,False,False,False,2
POST_01722,2024-02-06 18:45:00,Instagram,Story,Entertainment,3937,35,294,10335,293,270190,1.58,18,Tuesday,10,1831,Positive,Macro,True,False,False,False,2
POST_02830,2024-02-06 22:59:00,Instagram,Story,Entertainment,6895,344,282,17627,480,53764,13.99,22,Tuesday,23,1564,Positive,Mid-tier,True,False,False,False,2
POST_03842,2024-02-07 08:31:00,Instagram,Photo,Travel,2485,297,180,31891,438,267799,1.11,8,Wednesday,2,349,Neutral,Macro,True,False,False,False,2
POST_03681,2024-02-07 17:21:00,TikTok,Video,Fitness,20453,1334,627,338354,1842,268255,8.36,17,Wednesday,19,20,Positive,Macro,True,False,False,False,2
POST_00773,2024-02-07 20:12:00,Instagram,Carousel,Health,7480,402,135,30722,445,276016,2.9,20,Wednesday,17,236,Positive,Macro,True,False,False,False,2
POST_04089,2024-02-08 00:16:00,TikTok,Duet,Entertainment,36592,327,2775,115230,2553,471866,8.41,0,Thursday,1,110,Neutral,Macro,True,False,False,False,2
POST_02693,2024-02-08 06:58:00,Instagram,Story,Sports,6678,81,122,19446,558,211923,3.25,6,Thursday,25,736,Positive,Macro,True,False,False,False,2
POST_02912,2024-02-08 21:24:00,Instagram,Story,Technology,7170,455,270,30559,633,205121,3.85,21,Thursday,8,720,Negative,Macro,True,False,False,False,2
POST_02159,2024-02-08 23:24:00,Facebook,Post,Entertainment,6011,337,121,70319,704,314823,2.05,23,Thursday,7,1669,Positive,Macro,False,True,False,False,2
POST_04202,2024-02-09 03:24:00,Instagram,Reel,Fitness,473,240,25,45950,459,118148,0.62,3,Friday,26,319,Neutral,Macro,True,True,False,False,2
POST_04539,2024-02-09 08:12:00,Instagram,Story,Fitness,2553,96,106,41898,507,261478,1.05,8,Friday,29,1847,Negative,Macro,True,False,False,False,2
POST_00734,2024-02-09 09:58:00,Facebook,Live,Technology,5536,259,21,13917,55,207605,2.8,9,Friday,2,121,Neutral,Macro,True,True,False,False,2
POST_00180,2024-02-09 15:14:00,Instagram,Photo,Fashion,6206,151,241,43602,836,445619,1.48,15,Friday,28,1306,Neutral,Macro,True,False,False,False,2
POST_04002,2024-02-09 17:12:00,TikTok,Video,Business,41610,829,233,236042,718,414409,10.3,17,Friday,11,101,Negative,Macro,True,False,False,False,2
POST_00673,2024-02-10 07:45:00,Instagram,Photo,Fashion,6054,212,64,19115,320,264052,2.4,7,Saturday,7,1260,Neutral,Macro,True,True,False,False,2
POST_01812,2024-02-10 09:23:00,TikTok,Video,Sports,4189,122,2492,327453,2327,107869,6.31,9,Saturday,4,260,Positive,Macro,True,False,False,False,2
POST_00169,2024-02-10 11:13:00,Instagram,Story,Education,2113,48,231,26316,408,161692,1.48,11,Saturday,20,620,Neutral,Macro,True,False,False,False,2
POST_04158,2024-02-10 16:50:00,TikTok,Video,Education,38218,1236,4510,181375,963,403020,10.91,16,Saturday,18,485,Neutral,Macro,False,True,False,False,2
POST_04601,2024-02-10 20:09:00,Instagram,Photo,Entertainment,3622,245,171,39246,303,439901,0.92,20,Saturday,10,537,Negative,Macro,True,True,False,False,2
POST_00899,2024-02-11 01:02:00,Instagram,Photo,Fashion,8546,207,234,21224,730,127434,7.05,1,Sunday,6,1502,Positive,Macro,True,False,False,False,2
POST_03124,2024-02-11 04:43:00,Facebook,Live,Gaming,313,96,229,30208,758,181885,0.35,4,Sunday,18,342,Neutral,Macro,True,False,False,False,2
POST_01943,2024-02-11 13:17:00,TikTok,Duet,Education,10611,1076,3559,146630,576,394640,3.86,13,Sunday,6,318,Negative,Macro,True,False,False,False,2
POST_03729,2024-02-11 16:09:00,Instagram,Story,Entertainment,1410,13,173,19015,851,93835,1.7,16,Sunday,28,1811,Negative,Mid-tier,False,False,False,False,2
POST_02410,2024-02-11 23:04:00,Facebook,Story,Technology,5031,305,941,64842,132,103395,6.07,23,Sunday,5,168,Positive,Macro,True,False,False,False,2
POST_03800,2024-02-12 00:52:00,Facebook,Post,Fashion,484,204,736,51427,194,262224,0.54,0,Monday,23,1643,Neutral,Macro,True,False,False,False,2
POST_00168,2024-02-12 09:23:00,Instagram,Reel,Fashion,4507,349,290,10836,967,162007,3.18,9,Monday,29,430,Positive,Macro,False,False,False,False,2
POST_00293,2024-02-12 11:34:00,TikTok,Video,Health,4586,392,4131,317141,918,122177,7.46,11,Monday,17,147,Neutral,Macro,True,True,False,False,2
POST_00666,2024-02-12 14:58:00,Instagram,Story,Sports,484,11,158,43498,692,51227,1.27,14,Monday,0,1762,Negative,Mid-tier,True,False,False,False,2
POST_01306,2024-02-12 23:28:00,TikTok,Video,Lifestyle,43148,340,1824,71714,2601,10571,200.0,23,Monday,1,508,Negative,Micro,False,False,False,True,2
POST_01146,2024-02-13 07:13:00,TikTok,Stitch,Travel,31633,832,961,131794,2541,58295,57.34,7,Tuesday,13,245,Negative,Mid-tier,True,False,False,True,2
POST_01638,2024-02-13 13:05:00,Instagram,Photo,Travel,9186,369,177,12348,993,131372,7.41,13,Tuesday,20,297,Negative,Macro,True,True,False,False,2
POST_02505,2024-02-14 08:10:00,Instagram,Photo,Fashion,6619,33,73,22273,771,117674,5.71,8,Wednesday,14,1622,Neutral,Macro,True,False,False,False,2
POST_00708,2024-02-14 13:23:00,TikTok,Video,Fitness,48498,1296,1549,113304,2609,274943,18.67,13,Wednesday,27,339,Positive,Macro,True,True,False,True,2
POST_04665,2024-02-14 19:09:00,TikTok,Video,Sports,11376,1399,793,203752,2168,194449,6.98,19,Wednesday,9,444,Neutral,Macro,True,False,False,False,2
POST_03865,2024-02-14 23:14:00,Instagram,Photo,Health,4364,60,243,40319,267,262252,1.78,23,Wednesday,11,1270,Positive,Macro,True,True,False,False,2
POST_03033,2024-02-15 01:30:00,TikTok,Video,Entertainment,45313,337,3836,365306,2832,271882,18.2,1,Thursday,20,231,Neutral,Macro,True,False,False,True,2
POST_03478,2024-02-15 04:31:00,Facebook,Live,Lifestyle,837,139,825,10773,205,275388,0.65,4,Thursday,7,375,Positive,Macro,True,False,False,False,2
POST_04408,2024-02-15 07:02:00,Instagram,Carousel,Technology,8342,294,174,15178,937,308865,2.85,7,Thursday,26,870,Positive,Macro,True,True,False,False,2
POST_01051,2024-02-15 12:28:00,TikTok,Stitch,Gaming,2071,1290,1211,451288,582,114666,3.99,12,Thursday,13,34,Positive,Macro,True,False,False,False,2
POST_03739,2024-02-15 13:30:00,TikTok,Video,Travel,46976,1956,3976,115847,2275,369157,14.33,13,Thursday,21,264,Negative,Macro,True,False,False,True,2
POST_04750,2024-02-15 18:50:00,TikTok,Video,Fashion,17266,96,3606,402010,562,325890,6.43,18,Thursday,17,53,Positive,Macro,False,True,False,False,2
POST_02705,2024-02-15 21:54:00,TikTok,Duet,Sports,44037,892,2319,480270,572,198836,23.76,21,Thursday,12,556,Positive,Macro,True,False,False,True,2
POST_03467,2024-02-16 00:16:00,Facebook,Video,Lifestyle,725,378,774,79671,332,330572,0.57,0,Friday,2,316,Positive,Macro,True,True,False,False,2
POST_01815,2024-02-16 00:54:00,Instagram,Photo,Food,9604,430,267,25262,49,37858,27.21,0,Friday,13,93,Negative,Micro,True,False,False,True,2
POST_00888,2024-02-16 12:03:00,Instagram,Carousel,Food,8417,153,179,26011,391,287672,3.04,12,Friday,24,109,Neutral,Macro,True,False,False,False,2
POST_03548,2024-02-16 16:06:00,Facebook,Post,Food,6585,120,325,68170,206,400708,1.75,16,Friday,28,1542,Positive,Macro,True,False,False,False,2
POST_03751,2024-02-16 21:56:00,TikTok,Video,Food,44647,1386,4739,87624,372,488724,10.39,21,Friday,19,225,Neutral,Macro,True,False,False,False,2
POST_00222,2024-02-17 07:30:00,Facebook,Video,Fitness,5780,145,85,57983,414,127495,4.71,7,Saturday,7,533,Positive,Macro,True,False,False,False,2
POST_04982,2024-02-17 08:26:00,Instagram,Photo,Gaming,5386,200,298,47996,452,307700,1.91,8,Saturday,13,1308,Neutral,Macro,True,False,False,False,2
POST_03547,2024-02-18 17:04:00,Instagram,Reel,Health,1469,108,63,12328,830,459961,0.36,17,Sunday,16,430,Positive,Macro,True,False,False,False,2
POST_00775,2024-02-18 20:21:00,TikTok,Duet,Fitness,22312,1255,2281,390939,2689,489066,5.29,20,Sunday,1,48,Neutral,Macro,True,True,False,False,2
POST_04442,2024-02-19 05:20:00,TikTok,Stitch,Food,42262,1465,4681,118742,2521,50594,95.68,5,Monday,16,372,Neutral,Mid-tier,True,True,False,True,2
POST_02471,2024-02-20 17:25:00,Instagram,Story,Fitness,8053,16,69,24990,338,27111,30.02,17,Tuesday,5,307,Positive,Micro,False,False,False,True,2
POST_01661,2024-02-20 23:30:00,Facebook,Live,Lifestyle,3403,123,92,10232,580,86384,4.19,23,Tuesday,27,540,Positive,Mid-tier,True,False,False,False,2
POST_00538,2024-02-21 10:15:00,Instagram,Carousel,Health,4100,405,147,21162,830,419792,1.11,10,Wednesday,24,1863,Positive,Macro,True,False,False,False,2
POST_02464,2024-02-21 21:46:00,Facebook,Live,Sports,7327,247,357,59370,233,163730,4.84,21,Wednesday,3,364,Positive,Macro,False,True,False,False,2
